,movieId,title,ratingsCount,averageRating
1449,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",7,2.142857
1450,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",5,2.2
1451,1974,Friday the 13th (1980),16,2.875
1452,1975,Friday the 13th Part 2 (1981),7,2.5
1453,1976,Friday the 13th Part 3: 3D (1982),7,2.2142856
1454,1977,Friday the 13th Part IV: The Final Chapter (1984),6,2.5833333
1455,1978,Friday the 13th Part V: A New Beginning (1985),2,2.5
1456,1979,Friday the 13th Part VI: Jason Lives (1986),4,3.25
1457,1980,Friday the 13th Part VII: The New Blood (1988),1,2.0
1458,1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),3,2.0
1459,1982,Halloween (1978),27,3.7222223
1460,1983,Halloween II (1981),5,2.4
1461,1984,Halloween III: Season of the Witch (1982),3,2.1666667
1462,1985,Halloween 4: The Return of Michael Myers (1988),1,2.0
1463,1986,Halloween 5: The Revenge of Michael Myers (1989),2,1.5
1464,1987,Prom Night (1980),2,2.5
1465,1990,Prom Night IV: Deliver Us From Evil (1992),1,4.0
1466,1991,Child's Play (1988),12,2.7083333
1467,1992,Child's Play 2 (1990),4,2.375
1468,1993,Child's Play 3 (1991),5,1.8
1469,1994,Poltergeist (1982),47,3.4255319
1470,1995,Poltergeist II: The Other Side (1986),6,1.6666666
1471,1996,Poltergeist III (1988),4,1.875
1472,1997,"Exorcist, The (1973)",53,3.8018868
1473,1998,Exorcist II: The Heretic (1977),4,1.5
1474,1999,"Exorcist III, The (1990)",4,2.0
1475,2000,Lethal Weapon (1987),75,3.6733334
1476,2001,Lethal Weapon 2 (1989),47,3.180851
1477,2002,Lethal Weapon 3 (1992),46,2.9347825
1478,2003,Gremlins (1984),41,3.378049
1479,2004,Gremlins 2: The New Batch (1990),15,3.3333333
1480,2005,"Goonies, The (1985)",57,3.5701754
1481,2006,"Mask of Zorro, The (1998)",60,3.1
1482,2007,Polish Wedding (1998),2,3.5
1483,2008,"This World, Then the Fireworks (1997)",1,3.0
1484,2009,Soylent Green (1973),19,3.4736843
1485,2010,Metropolis (1927),21,3.857143
1486,2011,Back to the Future Part II (1989),87,3.505747
1487,2012,Back to the Future Part III (1990),88,3.3693182
1488,2013,"Poseidon Adventure, The (1972)",21,3.0952382
1489,2014,Freaky Friday (1977),8,2.625
1490,2015,"Absent-Minded Professor, The (1961)",9,3.3888888
1491,2016,"Apple Dumpling Gang Rides Again, The (1979)",4,2.875
1492,2017,Babes in Toyland (1961),5,3.1
1493,2018,Bambi (1942),38,3.368421
1494,2019,Seven Samurai (Shichinin no samurai) (1954),48,4.1875
1495,2020,Dangerous Liaisons (1988),25,4.0
1496,2021,Dune (1984),37,3.4324324
1497,2022,"Last Temptation of Christ, The (1988)",8,3.6875
1498,2023,"Godfather: Part III, The (1990)",45,3.3555555
1499,2024,"Rapture, The (1991)",3,3.3333333
1500,2025,Lolita (1997),7,3.9285715
1501,2026,Disturbing Behavior (1998),3,2.0
1502,2027,Jane Austen's Mafia! (1998),9,1.8333334
1503,2028,Saving Private Ryan (1998),188,4.1462765
1504,2032,"Barefoot Executive, The (1971)",1,2.0
1505,2033,"Black Cauldron, The (1985)",8,3.75
1506,2034,"Black Hole, The (1979)",9,2.6111112
1507,2035,Blackbeard's Ghost (1968),3,3.6666667
1508,2036,Blank Check (1994),6,2.25
1509,2037,Candleshoe (1977),1,4.0
1510,2038,"Cat from Outer Space, The (1978)",3,2.3333333
1511,2040,"Computer Wore Tennis Shoes, The (1969)",7,2.857143
1512,2041,Condorman (1981),3,3.3333333
1513,2042,D2: The Mighty Ducks (1994),6,2.5833333
1514,2043,Darby O'Gill and the Little People (1959),4,2.75
1515,2044,"Devil and Max Devlin, The (1981)",2,2.5
1516,2046,Flight of the Navigator (1986),24,3.2083333
1517,2048,"Great Mouse Detective, The (1986)",8,3.5625
1518,2050,Herbie Goes Bananas (1980),4,2.875
1519,2051,Herbie Goes to Monte Carlo (1977),3,2.3333333
1520,2052,Hocus Pocus (1993),23,2.7608695
1521,2053,"Honey, I Blew Up the Kid (1992)",20,2.05
1522,2054,"Honey, I Shrunk the Kids (1989)",68,2.7573528
1523,2055,Hot Lead and Cold Feet (1978),1,3.0
1524,2056,In Search of the Castaways (1962),1,3.0
1525,2057,"Incredible Journey, The (1963)",4,3.375
1526,2058,"Negotiator, The (1998)",30,3.35
1527,2059,"Parent Trap, The (1998)",15,3.0
1528,2060,BASEketball (1998),14,3.0714285
1529,2064,Roger & Me (1989),31,3.8387096
1530,2065,"Purple Rose of Cairo, The (1985)",13,3.7307692
1531,2066,Out of the Past (1947),4,4.125
1532,2067,Doctor Zhivago (1965),21,4.142857
1533,2068,Fanny and Alexander (Fanny och Alexander) (1982),2,2.75
1534,2069,"Trip to Bountiful, The (1985)",2,4.25
1535,2070,Tender Mercies (1983),5,3.4
1536,2071,And the Band Played On (1993),2,3.25
1537,2072,"'burbs, The (1989)",17,3.1764705
1538,2073,Fandango (1985),5,3.6
1539,2074,"Night Porter, The (Portiere di notte, Il) (1974)",3,3.6666667
1540,2075,Mephisto (1981),1,5.0
1541,2076,Blue Velvet (1986),46,3.9456522
1542,2077,"Journey of Natty Gann, The (1985)",5,3.4
1543,2078,"Jungle Book, The (1967)",53,3.8301888
1544,2080,Lady and the Tramp (1955),55,3.4
1545,2081,"Little Mermaid, The (1989)",67,3.425373
1546,2082,"Mighty Ducks, The (1992)",26,2.6538463
1547,2083,"Muppet Christmas Carol, The (1992)",19,3.7368422
1548,2084,Newsies (1992),5,2.7
1549,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),44,3.4318182
1550,2087,Peter Pan (1953),41,3.5731707
1551,2088,Popeye (1980),18,2.5
1552,2089,"Rescuers Down Under, The (1990)",10,3.5
1553,2090,"Rescuers, The (1977)",13,3.1923077
1554,2091,Return from Witch Mountain (1978),4,2.25
1555,2092,"Return of Jafar, The (1994)",6,2.4166667
1556,2093,Return to Oz (1985),6,3.0
1557,2094,"Rocketeer, The (1991)",39,3.2564104
1558,2095,"Shaggy D.A., The (1976)",3,2.8333333
1559,2096,Sleeping Beauty (1959),22,3.409091
1560,2097,Something Wicked This Way Comes (1983),10,2.9
1561,2098,Son of Flubber (1963),2,2.5
1562,2099,Song of the South (1946),6,3.4166667
1563,2100,Splash (1984),51,3.1176472
1564,2102,Steamboat Willie (1928),3,2.3333333
1565,2103,Tall Tale (1995),3,2.5
1566,2104,Tex (1982),1,4.0
1567,2105,Tron (1982),50,3.34
1568,2106,Swing Kids (1993),5,3.7
1569,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),3,3.0
1570,2108,L.A. Story (1991),24,3.4791667
1571,2109,"Jerk, The (1979)",27,3.3703704
1572,2110,Dead Men Don't Wear Plaid (1982),18,3.3055556
1573,2111,"Man with Two Brains, The (1983)",10,3.25
1574,2112,Grand Canyon (1991),8,3.1875
1575,2114,"Outsiders, The (1983)",16,3.71875
1576,2115,Indiana Jones and the Temple of Doom (1984),108,3.6388888
1577,2116,"Lord of the Rings, The (1978)",15,3.1333334
1578,2117,1984 (Nineteen Eighty-Four) (1984),14,3.7142856
1579,2118,"Dead Zone, The (1983)",15,3.7333333
1580,2119,Maximum Overdrive (1986),3,1.3333334
1581,2120,Needful Things (1993),4,2.0
1582,2121,Cujo (1983),7,2.2142856
1583,2122,Children of the Corn (1984),11,2.4545455
1584,2123,All Dogs Go to Heaven (1989),15,2.7
1585,2124,"Addams Family, The (1991)",38,3.2894738
1586,2125,Ever After: A Cinderella Story (1998),21,3.6190476
1587,2126,Snake Eyes (1998),15,2.7666667
1588,2130,Atlantic City (1980),8,3.6875
1589,2131,Autumn Sonata (Höstsonaten) (1978),4,4.625
1590,2132,Who's Afraid of Virginia Woolf? (1966),7,4.142857
1591,2133,Adventures in Babysitting (1987),20,3.325
1592,2134,Weird Science (1985),22,3.1136363
1593,2135,Doctor Dolittle (1967),11,3.7727273
1594,2136,"Nutty Professor, The (1963)",14,2.4642856
1595,2137,Charlotte's Web (1973),21,3.547619
1596,2138,Watership Down (1978),10,4.05
1597,2139,"Secret of NIMH, The (1982)",21,3.4761906
1598,2140,"Dark Crystal, The (1982)",34,3.5441177
1599,2141,"American Tail, An (1986)",18,3.1666667
1600,2142,"American Tail: Fievel Goes West, An (1991)",10,2.7
1601,2143,Legend (1985),13,3.0769231
1602,2144,Sixteen Candles (1984),49,3.6020408
1603,2145,Pretty in Pink (1986),33,3.2424242
1604,2146,St. Elmo's Fire (1985),16,3.21875
1605,2147,"Clan of the Cave Bear, The (1986)",3,2.6666667
1606,2148,House (1986),9,3.0555556
1607,2149,House II: The Second Story (1987),4,1.75
1608,2150,"Gods Must Be Crazy, The (1980)",28,3.892857
1609,2151,"Gods Must Be Crazy II, The (1989)",6,3.75
1610,2152,Air Bud: Golden Receiver (1998),3,2.0
1611,2153,"Avengers, The (1998)",11,2.3181818
1612,2154,How Stella Got Her Groove Back (1998),2,1.75
1613,2155,"Slums of Beverly Hills, The (1998)",8,3.625
1614,2156,"Best Man, The (Testimone dello sposo, Il) (1998)",1,4.0
1615,2159,Henry: Portrait of a Serial Killer (1986),7,3.9285715
1616,2160,Rosemary's Baby (1968),32,4.171875
1617,2161,"NeverEnding Story, The (1984)",43,3.5813954
1618,2162,"NeverEnding Story II: The Next Chapter, The (1990)",8,2.5
1619,2163,Attack of the Killer Tomatoes! (1978),5,2.2
1620,2164,Surf Nazis Must Die (1987),1,1.0
1621,2165,Your Friends and Neighbors (1998),2,3.5
1622,2166,Return to Paradise (1998),4,2.5
1623,2167,Blade (1998),58,3.362069
1624,2169,Dead Man on Campus (1998),7,2.2857144
1625,2170,Wrongfully Accused (1998),5,2.4
1626,2171,Next Stop Wonderland (1998),8,3.3125
1627,2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",1,3.0
1628,2174,Beetlejuice (1988),91,3.4725275
1629,2175,Déjà Vu (1997),1,4.5
1630,2176,Rope (1948),10,3.9
1631,2177,Family Plot (1976),3,3.1666667
1632,2178,Frenzy (1972),2,3.5
1633,2179,Topaz (1969),1,3.0
1634,2180,Torn Curtain (1966),1,3.5
1635,2181,Marnie (1964),4,3.625
1636,2182,"Wrong Man, The (1956)",4,2.875
1637,2183,"Man Who Knew Too Much, The (1956)",9,3.5555556
1638,2184,"Trouble with Harry, The (1955)",6,3.4166667
1639,2185,I Confess (1953),2,4.0
1640,2186,Strangers on a Train (1951),25,3.98
1641,2187,Stage Fright (1950),2,3.5
1642,2188,54 (1998),5,2.0
1643,2190,Why Do Fools Fall In Love? (1998),1,2.0
1644,2193,Willow (1988),40,3.3375
1645,2194,"Untouchables, The (1987)",65,3.9384615
1646,2195,Dirty Work (1998),7,3.2142856
1647,2196,Knock Off (1998),1,5.0
1648,2201,"Paradine Case, The (1947)",2,3.5
1649,2202,Lifeboat (1944),7,4.357143
1650,2203,Shadow of a Doubt (1943),7,4.142857
1651,2204,Saboteur (1942),4,3.875
1652,2205,Mr. & Mrs. Smith (1941),4,2.875
1653,2206,Suspicion (1941),5,4.0
1654,2207,Jamaica Inn (1939),1,3.0
1655,2208,"Lady Vanishes, The (1938)",6,3.9166667
1656,2210,Sabotage (1936),2,3.25
1657,2211,Secret Agent (1936),1,3.0
1658,2212,"Man Who Knew Too Much, The (1934)",3,3.6666667
1659,2226,"Ring, The (1927)",1,1.0
1660,2227,"Lodger: A Story of the London Fog, The (1927)",3,3.5
1661,2231,Rounders (1998),36,3.8611112
1662,2232,Cube (1997),27,3.425926
1663,2236,Simon Birch (1998),9,3.0
1664,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),6,4.6666665
1665,2240,My Bodyguard (1980),7,3.857143
1666,2241,Class (1983),4,3.5
1667,2243,Broadcast News (1987),28,3.4285715
1668,2244,"Allnighter, The (1987)",2,1.5
1669,2245,Working Girl (1988),22,3.2045455
1670,2247,Married to the Mob (1988),12,3.0
1671,2248,Say Anything... (1989),39,3.9230769
1672,2249,My Blue Heaven (1990),11,3.1818182
1673,2252,Hero (1992),5,2.5
1674,2253,Toys (1992),20,2.375
1675,2255,Young Doctors in Love (1982),2,1.5
1676,2256,Parasite (1982),2,2.5
1677,2257,No Small Affair (1984),1,4.0
1678,2259,Blame It on Rio (1984),8,3.1875
1679,2260,Wisdom (1986),2,2.5
1680,2261,One Crazy Summer (1986),6,3.0
1681,2262,About Last Night... (1986),9,3.0
1682,2263,"Seventh Sign, The (1988)",5,2.8
1683,2264,We're No Angels (1989),4,2.75
1684,2265,Nothing But Trouble (1991),4,2.375
1685,2266,"Butcher's Wife, The (1991)",5,3.1
1686,2267,Mortal Thoughts (1991),2,2.5
1687,2268,"Few Good Men, A (1992)",57,3.7894738
1688,2269,Indecent Proposal (1993),8,3.0
1689,2271,Permanent Midnight (1998),2,3.0
1690,2272,One True Thing (1998),2,2.75
1691,2273,Rush Hour (1998),42,3.2619047
1692,2275,Six-String Samurai (1998),5,3.6
1693,2278,Ronin (1998),43,3.5232558
1694,2279,Urban Legend (1998),10,2.4
1695,2280,Clay Pigeons (1998),2,3.0
1696,2281,Monument Ave. (1998),1,2.5
1697,2282,Pecker (1998),6,3.4166667
1698,2283,"Sheltering Sky, The (1990)",2,3.5
1699,2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",1,2.0
1700,2287,Them! (1954),5,3.8
1701,2288,"Thing, The (1982)",45,3.9333334
1702,2289,"Player, The (1992)",38,3.9473684
1703,2290,Stardust Memories (1980),5,3.6
1704,2291,Edward Scissorhands (1990),80,3.7
1705,2292,Overnight Delivery (1998),1,2.5
1706,2294,Antz (1998),45,3.2444444
1707,2295,"Impostors, The (1998)",2,4.5
1708,2296,"Night at the Roxbury, A (1998)",10,2.1
1709,2297,What Dreams May Come (1998),14,3.642857
1710,2298,Strangeland (1998),1,4.0
1711,2300,"Producers, The (1968)",33,3.969697
1712,2301,History of the World: Part I (1981),16,3.625
1713,2302,My Cousin Vinny (1992),59,3.2627118
1714,2303,Nashville (1975),5,3.6
1715,2304,Love Is the Devil (1998),1,4.0
1716,2306,Holy Man (1998),6,2.5833333
1717,2307,One Tough Cop (1998),1,3.0
1718,2310,"Mighty, The (1998)",3,3.6666667
1719,2311,2010: The Year We Make Contact (1984),17,3.5882354
1720,2312,Children of a Lesser God (1986),12,3.8333333
1721,2313,"Elephant Man, The (1980)",17,4.029412
1722,2314,Beloved (1998),2,4.5
1723,2315,Bride of Chucky (Child's Play 4) (1998),6,2.1666667
1724,2316,Practical Magic (1998),7,3.2142856
1725,2318,Happiness (1998),16,4.125
1726,2320,Apt Pupil (1998),9,3.0
1727,2321,Pleasantville (1998),61,3.4836066
1728,2322,Soldier (1998),8,3.0625
1729,2323,"Cruise, The (1998)",2,4.25
1730,2324,Life Is Beautiful (La Vita è bella) (1997),88,4.1477275
1731,2325,Orgazmo (1997),13,3.1153846
1732,2327,Tales from the Darkside: The Movie (1990),3,3.6666667
1733,2328,Vampires (1998),7,2.4285715
1734,2329,American History X (1998),129,4.2170544
1735,2330,Hands on a Hard Body (1996),2,4.5
1736,2331,Living Out Loud (1998),3,3.0
1737,2332,Belly (1998),2,1.25
1738,2333,Gods and Monsters (1998),4,4.125
1739,2334,"Siege, The (1998)",13,2.8076923
1740,2335,"Waterboy, The (1998)",28,3.1785715
1741,2336,Elizabeth (1998),23,3.673913
1742,2337,Velvet Goldmine (1998),4,3.375
1743,2338,I Still Know What You Did Last Summer (1998),18,2.0555556
1744,2339,I'll Be Home For Christmas (1998),1,1.5
1745,2340,Meet Joe Black (1998),20,3.05
1746,2342,Hard Core Logo (1996),2,4.0
1747,2344,Runaway Train (1985),8,3.25
1748,2346,"Stepford Wives, The (1975)",11,3.1818182
1749,2347,"Pope of Greenwich Village, The (1984)",3,2.3333333
1750,2348,Sid and Nancy (1986),8,3.4375
1751,2349,Mona Lisa (1986),7,3.5
1752,2350,Heart Condition (1990),2,3.5
1753,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",7,4.285714
1754,2352,"Big Chill, The (1983)",25,3.84
1755,2353,Enemy of the State (1998),67,3.4925373
1756,2354,"Rugrats Movie, The (1998)",7,2.5
1757,2355,"Bug's Life, A (1998)",92,3.5163043
1758,2356,Celebrity (1998),5,2.6
1759,2357,Central Station (Central do Brasil) (1998),6,4.4166665
1760,2358,Savior (1998),1,4.0
1761,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),26,3.6730769
1762,2360,"Celebration, The (Festen) (1998)",12,4.4583335
1763,2361,Pink Flamingos (1972),10,2.75
1764,2362,Glen or Glenda (1953),1,4.0
1765,2363,Godzilla (Gojira) (1954),3,2.1666667
1766,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",2,1.5
1767,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),2,2.5
1768,2366,King Kong (1933),25,3.64
1769,2367,King Kong (1976),14,2.7142856
1770,2368,King Kong Lives (1986),1,2.0
1771,2369,Desperately Seeking Susan (1985),24,2.6666667
1772,2370,"Emerald Forest, The (1985)",1,3.0
1773,2371,Fletch (1985),24,3.0833333
1774,2372,Fletch Lives (1989),9,2.2222223
1775,2373,Red Sonja (1985),9,2.2777777
1776,2374,Gung Ho (1986),9,3.1666667
1777,2375,"Money Pit, The (1986)",21,2.9285715
1778,2376,"View to a Kill, A (1985)",21,3.2142856
1779,2377,Lifeforce (1985),5,2.5
1780,2378,Police Academy (1984),22,3.0227273
1781,2379,Police Academy 2: Their First Assignment (1985),12,2.4583333
1782,2380,Police Academy 3: Back in Training (1986),10,2.3
1783,2381,Police Academy 4: Citizens on Patrol (1987),7,2.142857
1784,2382,Police Academy 5: Assignment: Miami Beach (1988),5,2.5
1785,2383,Police Academy 6: City Under Siege (1989),4,1.5
1786,2384,Babe: Pig in the City (1998),29,2.775862
1787,2385,Home Fries (1998),3,2.3333333
1788,2387,Very Bad Things (1998),16,3.4375
1789,2388,Steam: The Turkish Bath (Hamam) (1997),1,4.0
1790,2389,Psycho (1998),9,1.8888888
1791,2390,Little Voice (1998),7,3.9285715
1792,2391,"Simple Plan, A (1998)",22,3.7954545
1793,2392,Jack Frost (1998),8,1.9375
1794,2393,Star Trek: Insurrection (1998),33,3.1515152
1795,2394,"Prince of Egypt, The (1998)",25,3.5
1796,2395,Rushmore (1998),56,3.544643
1797,2396,Shakespeare in Love (1998),92,3.777174
1798,2398,Miracle on 34th Street (1947),17,4.0588236
1799,2399,Santa Claus: The Movie (1985),4,2.25
1800,2400,Prancer (1989),2,3.0
1801,2401,Pale Rider (1985),8,3.8125
1802,2402,Rambo: First Blood Part II (1985),19,2.6578948
1803,2403,First Blood (Rambo: First Blood) (1982),30,3.55
1804,2404,Rambo III (1988),12,1.9166666
1805,2405,"Jewel of the Nile, The (1985)",21,2.8095238
1806,2406,Romancing the Stone (1984),54,3.4537036
1807,2407,Cocoon (1985),43,3.2674417
1808,2408,Cocoon: The Return (1988),9,2.3333333
1809,2409,Rocky II (1979),26,3.1923077
1810,2410,Rocky III (1982),24,2.7291667
1811,2411,Rocky IV (1985),29,2.7068965
1812,2412,Rocky V (1990),17,1.9411764
1813,2413,Clue (1985),18,3.3888888
1814,2414,Young Sherlock Holmes (1985),11,3.3636363
1815,2415,Violets Are Blue... (1986),1,3.0
1816,2416,Back to School (1986),16,2.90625
1817,2417,Heartburn (1986),1,1.0
1818,2418,Nothing in Common (1986),6,2.75
1819,2419,Extremities (1986),2,3.75
1820,2420,"Karate Kid, The (1984)",38,3.5657895
1821,2421,"Karate Kid, Part II, The (1986)",29,2.775862
1822,2422,"Karate Kid, Part III, The (1989)",14,1.75
1823,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),30,3.5666666
1824,2424,You've Got Mail (1998),50,3.12
1825,2425,"General, The (1998)",2,4.0
1826,2427,"Thin Red Line, The (1998)",35,3.3
1827,2428,"Faculty, The (1998)",23,2.4782608
1828,2429,Mighty Joe Young (1998),5,2.8
1829,2430,Mighty Joe Young (1949),6,2.8333333
1830,2431,Patch Adams (1998),27,3.3703704
1831,2432,Stepmom (1998),6,3.0833333
1832,2433,"Civil Action, A (1998)",11,3.0454545
1833,2435,Hurlyburly (1998),1,4.0
1834,2436,Tea with Mussolini (1999),6,4.25
1835,2439,Affliction (1997),3,3.1666667
1836,2442,Hilary and Jackie (1998),3,3.8333333
1837,2443,Playing by Heart (1998),8,3.375
1838,2445,At First Sight (1999),8,2.6875
1839,2446,In Dreams (1999),2,2.0
1840,2447,Varsity Blues (1999),15,3.2666667
1841,2448,Virus (1999),3,2.6666667
1842,2450,Howard the Duck (1986),16,2.15625
1843,2451,"Gate, The (1987)",1,3.0
1844,2453,"Boy Who Could Fly, The (1986)",3,2.1666667
1845,2454,"Fly, The (1958)",13,3.3846154
1846,2455,"Fly, The (1986)",43,3.3837209
1847,2456,"Fly II, The (1989)",9,2.2777777
1848,2457,Running Scared (1986),8,3.5625
1849,2458,Armed and Dangerous (1986),8,2.75
1850,2459,"Texas Chainsaw Massacre, The (1974)",13,3.2692308
1851,2460,"Texas Chainsaw Massacre 2, The (1986)",3,2.0
1852,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),1,3.0
1853,2463,Ruthless People (1986),14,3.3214285
1854,2465,Deadly Friend (1986),3,1.5
1855,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",18,3.75
1856,2468,Jumpin' Jack Flash (1986),15,2.5
1857,2469,Peggy Sue Got Married (1986),7,3.2142856
1858,2470,Crocodile Dundee (1986),57,3.1754386
1859,2471,Crocodile Dundee II (1988),24,2.4791667
1860,2472,Tough Guys (1986),3,3.0
1861,2473,Soul Man (1986),8,2.5625
1862,2474,"Color of Money, The (1986)",13,3.5
1863,2475,52 Pick-Up (1986),3,3.6666667
1864,2476,Heartbreak Ridge (1986),12,3.75
1865,2477,Firewalker (1986),3,3.3333333
1866,2478,¡Three Amigos! (1986),26,3.1346154
1867,2481,My Name Is Joe (1998),1,4.0
1868,2482,Still Crazy (1998),2,3.0
1869,2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",1,3.5
1870,2485,She's All That (1999),29,2.8448277
1871,2488,Peeping Tom (1960),3,3.0
1872,2490,Payback (1999),45,3.4222221
1873,2491,Simply Irresistible (1999),5,3.6
1874,2492,20 Dates (1998),7,3.0
1875,2493,"Harmonists, The (1997)",1,4.0
1876,2494,"Last Days, The (1998)",2,4.0
1877,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",3,4.0
1878,2496,Blast from the Past (1999),23,3.1086957
1879,2497,Message in a Bottle (1999),6,2.9166667
1880,2498,My Favorite Martian (1999),5,2.1
1881,2500,Jawbreaker (1999),7,2.0
1882,2501,October Sky (1999),30,3.75
1883,2502,Office Space (1999),94,4.0904255
1884,2503,"Apple, The (Sib) (1998)",1,4.0
1885,2504,200 Cigarettes (1999),6,3.1666667
1886,2505,8MM (1999),18,2.9444444
1887,2506,"Other Sister, The (1999)",6,3.3333333
1888,2511,"Long Goodbye, The (1973)",3,4.6666665
1889,2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",1,5.0
1890,2513,Pet Sematary (1989),10,2.85
1891,2514,Pet Sematary II (1992),3,1.8333334
1892,2515,Children of the Corn II: The Final Sacrifice (1993),2,1.75
1893,2516,Children of the Corn III (1994),1,1.0
1894,2517,Christine (1983),10,2.95
1895,2518,Night Shift (1982),10,3.05
1896,2520,Airport (1970),3,2.1666667
1897,2521,Airport 1975 (1974),2,3.5
1898,2522,Airport '77 (1977),4,3.25
1899,2523,Rollercoaster (1977),2,2.5
1900,2524,"Towering Inferno, The (1974)",9,3.2222223
1901,2525,Alligator (1980),3,2.0
1902,2526,Meteor (1979),3,1.8333334
1903,2527,Westworld (1973),18,3.4166667
1904,2528,Logan's Run (1976),24,3.2291667
1905,2529,Planet of the Apes (1968),56,3.8035715
1906,2530,Beneath the Planet of the Apes (1970),18,2.7777777
1907,2531,Battle for the Planet of the Apes (1973),9,2.7777777
1908,2532,Conquest of the Planet of the Apes (1972),12,2.7916667
1909,2533,Escape from the Planet of the Apes (1971),15,3.0
1910,2534,Avalanche (1978),3,2.5
1911,2535,Earthquake (1974),3,2.6666667
1912,2537,Beyond the Poseidon Adventure (1979),3,2.0
1913,2538,Dancemaker (1998),1,1.0
1914,2539,Analyze This (1999),47,3.0957446
1915,2540,"Corruptor, The (1999)",3,2.5
1916,2541,Cruel Intentions (1999),40,3.225
1917,2542,"Lock, Stock & Two Smoking Barrels (1998)",67,4.052239
1918,2544,"School of Flesh, The (École de la chair, L') (1998)",1,3.0
1919,2546,"Deep End of the Ocean, The (1999)",2,3.25
1920,2548,"Rage: Carrie 2, The (1999)",6,1.8333334
1921,2549,Wing Commander (1999),6,2.9166667
1922,2550,"Haunting, The (1963)",7,4.0
1923,2551,Dead Ringers (1988),8,3.6875
1924,2552,My Boyfriend's Back (1993),2,1.5
1925,2553,Village of the Damned (1960),6,3.0833333
1926,2554,Children of the Damned (1963),3,3.1666667
1927,2555,Baby Geniuses (1999),3,1.6666666
1928,2557,I Stand Alone (Seul contre tous) (1998),1,4.5
1929,2558,Forces of Nature (1999),9,2.3333333
1930,2559,"King and I, The (1999)",1,3.0
1931,2560,Ravenous (1999),8,3.0
1932,2561,True Crime (1999),4,2.75
1933,2563,Dangerous Beauty (1998),3,4.1666665
1934,2565,"King and I, The (1956)",12,4.1666665
1935,2566,Doug's 1st Movie (1999),2,2.0
1936,2567,EDtv (1999),19,2.9736843
1937,2568,"Mod Squad, The (1999)",8,3.1875
1938,2570,"Walk on the Moon, A (1999)",5,3.2
1939,2571,"Matrix, The (1999)",278,4.192446
1940,2572,10 Things I Hate About You (1999),54,3.5277777
1941,2573,Tango (1998),1,1.0
1942,2574,"Out-of-Towners, The (1999)",6,2.0
1943,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",4,3.75
1944,2577,Metroland (1997),1,3.0
1945,2579,Following (1998),6,3.8333333
1946,2580,Go (1999),39,3.9615386
1947,2581,Never Been Kissed (1999),36,2.9583333
1948,2582,Twin Dragons (Shuang long hui) (1992),3,3.0
1949,2583,Cookie's Fortune (1999),12,3.875
1950,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",2,4.25
1951,2586,Goodbye Lover (1999),2,1.75
1952,2587,Life (1999),4,3.25
1953,2589,Friends & Lovers (1999),1,3.5
1954,2590,Hideous Kinky (1998),1,2.5
1955,2593,"Monster, The (Mostro, Il) (1994)",4,3.375
1956,2594,Open Your Eyes (Abre los ojos) (1997),10,3.75
1957,2596,SLC Punk! (1998),12,3.7916667
1958,2597,Lost & Found (1999),2,2.75
1959,2598,Pushing Tin (1999),25,2.84
1960,2599,Election (1999),56,3.6607144
1961,2600,eXistenZ (1999),22,3.8636363
1962,2605,Entrapment (1999),43,2.988372
1963,2606,Idle Hands (1999),15,2.5666666
1964,2607,Get Real (1998),2,4.0
1965,2609,"King of Masks, The (Bian Lian) (1996)",1,4.0
1966,2611,"Winslow Boy, The (1999)",1,3.0
1967,2612,Mildred Pierce (1945),1,4.0
1968,2613,Night of the Comet (1984),8,2.875
1969,2614,Chopping Mall (a.k.a. Killbots) (1986),2,1.0
1970,2615,My Science Project (1985),4,2.875
1971,2616,Dick Tracy (1990),26,2.8846154
1972,2617,"Mummy, The (1999)",87,3.1206896
1973,2618,"Castle, The (1997)",5,3.4
1974,2620,This Is My Father (1998),1,3.0
1975,2622,William Shakespeare's A Midsummer Night's Dream (1999),11,3.1363637
1976,2623,Trippin' (1999),1,1.0
